tlx_group	rdc_significant_maxscore	rdc_significant_length	rdc_chrom	rdc_extended_start	rdc_extended_end	rdc_start	rdc_end	rdc_significant_orientation	rdc_significant_orientation_count	rdc_subset	rdc_gene	rdc_gene_strand	rdc_gene_overlap	rdc_name	rdc_length	rdc_extended_length	rdc_bootstrap_pvalue	rdc_bootstrap_fc	rdc_is_significant	rdc_group	rdc_peak_shape	rdc_is_biphasic	rdc_DRIP_peaks	rdc_forks	rdc_sizesize
APH-Inter	3.3910232039296497	66362	chr1	160149998	160397998	160199529	160361943	centromeric	0+1-0*	Wei+DKFZ	Rabgap1l	-	178824	RDC-chr1-160.3	162414	248000	7.291311644117277e-7	2.564146395664883	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.3938769464230196	29805	chr4	104017217	104240468	104052017	104158338	centromeric	0+1-1*	Wei+DKFZ	Dab1	+	223251	RDC-chr4-104.1	106321	223251	1.2724979167503263e-5	2.741429049584801	FALSE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.3938769464230196	108361	chr4	20238853	20500853	20291993	20424338	centromeric	0+1-0*	Wei+DKFZ	Nkain3	-	262000	RDC-chr4-20.4	132345	262000	1.1502073385133862e-6	2.9496649686141807	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.396866015833138	62913	chr3	153450421	153748421	153490820	153675096	telomeric	1+0-0*	Wei+DKFZ	St6galnac3	-	274712	RDC-chr3-153.6	184276	298000	6.2297178558233956e-6	2.306000151710536	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.4136076261416073	219104	chr1	126149486	126759864	126290683	126619755	telomeric	1+0-1*	DKFZ	Nckap5	-	610378	RDC-chr1-126.5	329072	610378	5.084546628231716e-13	2.6092858842922753	TRUE	1	Single	FALSE	0	NA	NA
APH-Inter	3.4242218107890783	25839	chr5	142725567	142960294	142757774	142814556	centromeric	0+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr5-142.8	56782	234727	5.12006481783482e-7	3.2581745317187747	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.4245156546709814	188367	chr7	91367145	92003006	91408300	91907434	bidirectional	1+1-0*	Wei+DKFZ	Dlg2	+	635861	RDC-chr7-91.7	499134	635861	1.1600882399515787e-11	2.858255417138182	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.4343947778306902	18165	chr5	81329148	81561148	81465235	81516424	telomeric	1+0-0*	Wei	Adgrl3	+	232000	RDC-chr5-81.5	51189	232000	2.289183945294993e-5	2.8508348237091674	FALSE	1	Twin	FALSE	0	NA	305148
APH-Inter	3.4343947778306902	48955	chr5	121647799	121839799	121666079	121716079	telomeric	1+0-0*	Wei	Atxn2	+	103341	RDC-chr5-121.7	50000	192000	1.1306114486213881e-5	3.1553024472833617	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.4360998199434567	15566	chr13	17676244	17796244	17696595	17768534	telomeric	1+0-0*	Wei+DKFZ	Sugct	-	18551	RDC-chr13-17.7	71939	120000	0.0010199733038887267	2.3137986694515975	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.4360998199434567	207471	chr13	35901996	36581764	36006249	36522158	bidirectional	1+1-0*	Wei+DKFZ	Fars2	+	419975	RDC-chr13-36.3	515909	679768	2.745202037499033e-12	2.531399265935499	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.44561573260241	65642	chr10	128038965	128554964	128059407	128524357	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr10-128.3	464950	515999	6.07652402794651e-8	2.102392614203338	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.4695677129513554	59575	chr14	7804004	7984004	7844697	7954438	bidirectional	1+1-1*	Wei+DKFZ	Flnb	+	133631	RDC-chr14-7.9	109741	180000	1.2988352190670686e-8	3.916637099229768	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.471126469039768	40365	chr9	71809313	71970599	71830621	71921102	centromeric	0+1-1*	Wei+DKFZ	Tcf12	-	126347	RDC-chr9-71.9	90481	161286	7.826895859524048e-6	2.670111972437554	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.477153734953548	55180	chr11	61472261	61604261	61497047	61591827	telomeric	1+0-1*	Wei	NA	NA	NA	RDC-chr11-61.5	94780	132000	4.2558481051782463e-4	2.7721157766000815	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.477153734953548	59004	chr11	119447333	119722728	119468264	119547753	telomeric	1+0-1*	Wei	Rptor	+	119823	RDC-chr11-119.5	79489	275395	9.494966869676069e-5	2.7995677906069543	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.479671708380685	81135	chr4	97840585	98134484	97973513	98111560	telomeric	1+0-1*	DKFZ	Nfia	+	278291	RDC-chr4-98.0	138047	293899	4.346499785737925e-9	3.5168405483567375	FALSE	1	Single	FALSE	2	NA	NA
APH-Inter	3.482467534296831	21330	chr6	54033491	54183491	54111917	54161917	centromeric	0+1-0*	Wei	Chn2	+	143559	RDC-chr6-54.1	50000	150000	3.280344019342839e-4	2.759686499613644	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.4959969636608963	46318	chr4	142057984	142265984	142127444	142223856	centromeric	0+1-1*	DKFZ	Kazn	-	137011	RDC-chr4-142.2	96412	208000	4.0735901820702406e-5	2.7991602519244227	FALSE	2	Single	FALSE	0	NA	NA
APH-Inter	3.4959969636608963	281047	chr4	103987362	104783056	104046113	104708700	bidirectional	1+1-1*	DKFZ	Dab1	+	757482	RDC-chr4-104.4	662587	795694	4.911305484725209e-14	2.9363082955027706	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.4975038182676883	258642	chr2	40968543	41706543	41170472	41534914	centromeric	0+1-0*	Wei+DKFZ	Lrp1b	-	738000	RDC-chr2-41.4	364442	738000	4.4474370866438837e-17	2.8540410642204486	TRUE	1	Single	FALSE	0	NA	NA
APH-Inter	3.5037059711407665	59729	chr2	29945726	30143726	29967001	30053590	telomeric	1+0-0*	Wei	NA	NA	NA	RDC-chr2-30.0	86589	198000	6.637714910307988e-5	4.039986071323534	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.5214802993463157	79580	chr18	57974672	58207895	58001390	58174444	telomeric	1+0-1*	Wei	Fbn2	-	199272	RDC-chr18-58.1	173054	233223	1.7776188240654862e-5	3.469063156585656	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.5270868704479343	274478	chr1	126149486	126765864	126290683	126626362	telomeric	1+0-1*	Wei+DKFZ	Nckap5	-	616378	RDC-chr1-126.5	335679	616378	1.6151987931672784e-13	2.580060660968212	TRUE	1	Single	FALSE	0	NA	NA
APH-Inter	3.5347186226590854	84191	chr2	67864661	68160661	67967182	68087515	telomeric	1+0-1*	DKFZ	B3galt1	+	258221	RDC-chr2-68.0	120333	296000	3.650544508016607e-11	3.542348444827063	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.546025882813165	56372	chr18	54854837	55028837	54880560	55010083	centromeric	0+1-1*	Wei+DKFZ	Gm4221	+	38591	RDC-chr18-54.9	129523	174000	6.00605445840116e-7	2.784259132173879	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.5467799964717504	161746	chr1	3270001	3666001	3355868	3519292	bidirectional	1+1-1*	DKFZ	Xkr4	-	396000	RDC-chr1-3.4	163424	396000	2.0262431143400243e-12	3.0409217118968246	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.5482960509817096	111898	chr13	36148560	36591764	36187321	36522158	bidirectional	1+1-1*	DKFZ	Fars2	+	389035	RDC-chr13-36.4	334837	443204	9.120924591887816e-11	2.89275189921328	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.550738678324529	143766	chr16	40259151	40690261	40404007	40583446	centromeric	0+1-1*	DKFZ	Gm29907	+	5330	RDC-chr16-40.5	179439	431110	2.3886407362106557e-11	3.0759726022542555	TRUE	1	Largely overlap	FALSE	0	NA	NA
APH-Inter	3.575208921470052	37848	chr10	32182969	32410634	32212064	32308061	centromeric	0+1-1*	Wei	Nkain2	-	227665	RDC-chr10-32.3	95997	227665	0.004438341665120072	2.3457353228644036	FALSE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.5763660700563036	56923	chr3	109239766	109495766	109346223	109430881	centromeric	0+1-1*	Wei+DKFZ	Vav3	+	155508	RDC-chr3-109.4	84658	256000	6.002321671201692e-8	2.5876628910547437	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.576478663921752	80485	chr5	111059395	111301395	111127822	111270468	telomeric	1+0-1*	Wei+DKFZ	Ttc28	+	230385	RDC-chr5-111.2	142646	242000	2.378057601077026e-8	3.518828118780352	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.581259664647299	38662	chr10	3952001	4168001	4066927	4143755	telomeric	1+0-1*	Wei+DKFZ	Plekhg1	+	15302	RDC-chr10-4.1	76828	216000	3.1568133201404694e-6	2.468269695194404	FALSE	2	Largely overlap	FALSE	3	NA	NA
APH-Inter	3.6168257905195276	199852	chr17	3106001	3564001	3202925	3530983	bidirectional	1+1-1*	DKFZ	Tiam2	+	193101	RDC-chr17-3.4	328058	458000	5.778661465478975e-12	3.4654431101853187	TRUE	2	Twin	FALSE	1	NA	410000
APH-Inter	3.6180558645620446	10450	chr3	88441048	88585233	88472990	88544557	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr3-88.5	71567	144185	7.817389137179128e-6	3.0979944562204467	FALSE	3	Multiple; Largely overlap	FALSE	43	NA	NA
APH-Inter	3.6180558645620446	16101	chr3	34536212	34708212	34605247	34671385	telomeric	1+0-0*	DKFZ	Sox2ot	+	117612	RDC-chr3-34.6	66138	172000	8.681304046036063e-4	2.2327489967715657	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6180558645620446	100768	chr3	153455640	153769640	153572248	153679176	telomeric	1+0-1*	DKFZ	St6galnac3	-	269493	RDC-chr3-153.6	106928	314000	6.908000034584008e-6	2.349846558526962	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6223292758842565	81890	chr17	86418190	86702190	86574619	86657115	telomeric	1+0-0*	Wei+DKFZ	Prkce	+	239729	RDC-chr17-86.6	82496	284000	3.580272617364338e-8	3.1089085663198524	FALSE	2	Twin	FALSE	1	NA	NA
APH-Inter	3.6379604576674893	42734	chr2	179699291	179978290	179823775	179917717	telomeric	1+0-1*	Wei+DKFZ	Cdh4	+	200086	RDC-chr2-179.9	93942	278999	2.8516450841313122e-8	2.8795641740709517	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6392678781098873	77777	chr5	111093514	111297514	111129753	111268278	telomeric	1+0-1*	DKFZ	Ttc28	+	196266	RDC-chr5-111.2	138525	204000	5.417972684826589e-8	3.6383340442177166	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.647690353168397	90361	chr2	179702079	180058144	179786713	179920841	telomeric	1+0-1*	DKFZ	Cdh4	+	197298	RDC-chr2-179.9	134128	356065	3.3521328344935177e-9	2.9511721722266375	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6548744190615	66506	chr18	16572160	16769754	16593417	16672079	centromeric	0+1-1*	DKFZ	Cdh2	-	180877	RDC-chr18-16.6	78662	197594	2.4597563949983432e-8	3.2143144135215493	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6574820269111292	125727	chr10	28069241	28608194	28145097	28579679	bidirectional	1+1-0*	Wei+DKFZ	Ptprk	+	522916	RDC-chr10-28.4	434582	538953	3.114662594832184e-10	2.350816892440692	TRUE	1	Multiple	FALSE	0	NA	NA
APH-Inter	3.6670479711928308	15342	chr10	128040657	128210657	128061839	128126347	telomeric	1+0-0*	DKFZ	NA	NA	NA	RDC-chr10-128.1	64508	170000	6.026990069901515e-4	2.1211606991345664	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6701481487403083	162248	chr4	137581582	138183684	137695157	138150978	centromeric	0+2-2*	Wei	Eif4g3	+	190671	RDC-chr4-137.9	455821	602102	1.653643072602808e-7	2.6222233428304884	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6779834840250114	86939	chr1	135353718	135609718	135482710	135580130	centromeric	0+1-0*	Wei+DKFZ	Nav1	-	175138	RDC-chr1-135.5	97420	256000	8.390196971343381e-5	2.1236543124612837	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6783794584292515	19202	chr3	53152429	53270429	53175759	53245023	telomeric	1+0-0*	Wei+DKFZ	Lhfp	+	109250	RDC-chr3-53.2	69264	118000	6.092359262689219e-4	2.2834583644173425	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.6792734684912265	42443	chr7	134097714	134271714	134135903	134238582	combined	0+0-1*	Wei	Adam12	-	127383	RDC-chr7-134.2	102679	174000	6.514654462857339e-6	3.636006289308176	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.696518127526889	11788	chr11	86902218	87008218	86921776	86985395	centromeric	0+1-0*	Wei	NA	NA	NA	RDC-chr11-87.0	63619	106000	0.027393644021108315	1.9251372706575598	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.696518127526889	183822	chr11	88308099	88632509	88398494	88606036	bidirectional	1+1-1*	Wei	Msi2	-	293127	RDC-chr11-88.5	207542	324410	2.2478488213722996e-6	3.019344872380016	TRUE	1	Largely overlap	FALSE	0	NA	NA
APH-Inter	3.7064315421019156	29498	chr19	28250119	28410119	28307165	28388975	centromeric	0+1-0*	Wei	Glis3	-	151268	RDC-chr19-28.3	81810	160000	0.024943168529765497	1.7897920138246004	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.7190820357074665	15360	chr10	110150706	110332706	110248422	110300906	telomeric	1+0-0*	Wei	Nav3	-	182000	RDC-chr10-110.3	52484	182000	0.008819740143309709	2.7077984595635427	FALSE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.7190820357074665	25063	chr1	168162160	168360160	168191469	168245080	combined	0+0-1*	Wei	Pbx1	-	198000	RDC-chr1-168.2	53611	198000	1.4787895250862432e-5	2.894236335069875	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.724685323257515	11807	chr13	44845964	45005964	44913287	44975774	telomeric	1+0-0*	Wei+DKFZ	Jarid2	+	75679	RDC-chr13-44.9	62487	160000	0.00406724836173525	1.9596894114974757	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.724685323257515	75040	chr13	28633317	28933502	28721649	28842564	telomeric	1+0-1*	Wei+DKFZ	2610307P16Rik	-	252105	RDC-chr13-28.8	120915	300185	3.573226764184197e-6	2.354215280410755	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.724685323257515	295034	chr13	81088703	81644929	81112035	81619186	bidirectional	1+1-1*	Wei+DKFZ	Adgrv1	-	538320	RDC-chr13-81.4	507151	556226	2.1439222383327282e-12	2.643546936030809	TRUE	1	Twin	TRUE	2	NA	NA
APH-Inter	3.739038487463275	46101	chr11	75010277	75245473	75086471	75182681	telomeric	1+0-1*	Wei+DKFZ	Smg6	+	154171	RDC-chr11-75.1	96210	235196	5.0780595913309826e-5	2.4259057327337996	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.7390783130376057	72135	chr6	28713686	28931686	28742313	28856174	telomeric	1+0-0*	DKFZ	Snd1	+	218000	RDC-chr6-28.8	113861	218000	2.0145340161659888e-5	3.2203876650448677	FALSE	1	Single	FALSE	0	NA	316000
APH-Inter	3.7497599155115595	19927	chrX	84504620	84704620	84612959	84686878	combined	0+0-1*	Wei	Dmd	+	200000	RDC-chrX-84.6	73919	200000	1.6987503587295686e-5	4.536616979909268	FALSE	1	Twin; Largely overlap	FALSE	0	NA	NA
APH-Inter	3.75257250603459	284391	chr11	47194448	47804202	47245111	47732260	bidirectional	1+1-1*	Wei+DKFZ	Sgcd	-	609754	RDC-chr11-47.5	487149	609754	4.1579707426412177e-10	2.409769510113395	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.760879288107265	77655	chr2	20505749	20790994	20539560	20625994	telomeric	1+0-1*	DKFZ	Etl4	+	285245	RDC-chr2-20.6	86434	285245	3.774816469176096e-9	3.2381858608991108	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.76618014353574	11429	chr15	76126571	76268571	76155225	76209652	combined	0+0-1*	DKFZ	NA	NA	NA	RDC-chr15-76.2	54427	142000	2.0071972813671762e-5	2.9247267689465852	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.7662542738194773	197348	chr12	53249813	54073590	53297043	54024811	bidirectional	1+1-2*	DKFZ	Npas3	+	822362	RDC-chr12-53.7	727768	823777	2.900273040501917e-29	4.41245330473288	TRUE	1	Twin	TRUE	0	NA	438000
APH-Inter	3.7852052237461087	64818	chr14	7798004	7984004	7832657	7951340	bidirectional	1+1-1*	DKFZ	Flnb	+	133631	RDC-chr14-7.9	118683	186000	5.010836508830615e-10	4.813759804189379	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.7881903033559023	189732	chr10	28059990	28609596	28083208	28579991	bidirectional	1+1-0*	DKFZ	Ptprk	+	522916	RDC-chr10-28.3	496783	549606	5.671662063821969e-12	2.673609994123164	TRUE	1	Multiple	FALSE	0	NA	NA
APH-Inter	3.79961640784075	72313	chr18	54855142	55029859	54880560	55004893	centromeric	0+1-1*	DKFZ	Gm4221	+	39613	RDC-chr18-54.9	124333	174717	8.701501393303811e-9	3.2642778151518983	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.79961640784075	96709	chr18	35082255	35640322	35116296	35613118	bidirectional	1+1-1*	DKFZ	Sil1	-	232894	RDC-chr18-35.4	496822	558067	2.9484735455286576e-9	2.225618152314136	FALSE	2	Twin	FALSE	12	NA	NA
APH-Inter	3.804074869157662	68687	chr18	16568160	16765008	16589777	16682266	centromeric	0+1-1*	Wei+DKFZ	Cdh2	-	176131	RDC-chr18-16.6	92489	196848	7.170597783556366e-8	2.849618740665042	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.8096758434203752	184059	chr4	20170265	20658968	20276464	20491593	bidirectional	1+1-1*	DKFZ	Nkain3	-	488703	RDC-chr4-20.4	215129	488703	5.791243767958501e-14	3.550639653113265	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.8255080991738533	49796	chr10	3936001	4172001	4072542	4145839	telomeric	1+0-1*	DKFZ	Plekhg1	+	31302	RDC-chr10-4.1	73297	236000	1.4261261728632852e-7	2.8764044943820224	FALSE	2	Largely overlap	FALSE	3	NA	NA
APH-Inter	3.831508491971474	91950	chr17	66662472	66898472	66689170	66836759	centromeric	0+1-0*	DKFZ	Ptprm	-	231624	RDC-chr17-66.8	147589	236000	1.7102879669897586e-6	3.222732005454033	FALSE	1	Multiple	FALSE	0	NA	678031
APH-Inter	3.831617024790427	36538	chr9	22300020	22504020	22326506	22386630	centromeric	0+1-0*	DKFZ	Bbs9	+	28483	RDC-chr9-22.4	60124	204000	2.2893215890245496e-5	2.490280738843005	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.831826444655255	239343	chr12	41269003	41762032	41381755	41655979	bidirectional	1+1-1*	DKFZ	Immp2l	+	493029	RDC-chr12-41.5	274224	493029	8.115596662452463e-25	5.575364942819268	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.834715824784668	17599	chr8	125431808	125585808	125490388	125558637	telomeric	1+0-0*	Wei	Sipa1l2	-	138055	RDC-chr8-125.5	68249	154000	0.0017552587990089235	2.2104332449160036	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.8413156398869006	346155	chr3	141474001	142381060	141506422	142335434	bidirectional	2+1-2*	Wei+DKFZ	Unc5c	+	360923	RDC-chr3-141.9	829012	907059	1.2159271011584848e-20	2.6220922444775097	TRUE	2	Multiple	TRUE	0	NA	NA
APH-Inter	3.854001076932754	240102	chr12	41277331	41764122	41392761	41697651	bidirectional	1+1-1*	Wei+DKFZ	Immp2l	+	486791	RDC-chr12-41.5	304890	486791	1.11532706127174e-22	4.594823636193642	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.854187800778688	27203	chr15	79012937	79204937	79121847	79179534	combined	0+0-1*	Wei	NA	NA	NA	RDC-chr15-79.2	57687	192000	9.479242603149284e-5	2.988963825873697	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.854187800778688	114055	chr15	87546139	87792139	87564012	87772131	telomeric	1+0-1*	Wei	Fam19a5	+	213225	RDC-chr15-87.7	208119	246000	1.343776411412798e-6	3.2195359008625926	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	3.854187800778688	172843	chr15	80769887	81268549	80819792	81182324	bidirectional	1+1-1*	Wei	Tnrc6b	+	171199	RDC-chr15-81.0	362532	498662	1.0767415439507885e-8	2.891756970656277	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	3.8570734625862397	27374	chr11	120203975	120407975	120230423	120291816	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr11-120.3	61393	204000	2.2254669517734036e-5	2.530860682446583	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.868429853839655	85198	chr17	66665245	66893245	66694107	66829821	centromeric	0+1-0*	Wei+DKFZ	Ptprm	-	226397	RDC-chr17-66.8	135714	228000	2.0648967945781355e-6	2.9039333325813743	FALSE	1	Multiple	FALSE	0	NA	678031
APH-Inter	3.8699483451566934	122234	chr13	29656197	29990197	29810396	29953803	telomeric	1+0-1*	Wei+DKFZ	Cdkal1	-	199487	RDC-chr13-29.9	143407	334000	9.793349308048486e-10	2.983641614164582	TRUE	2	Multiple	FALSE	5	NA	NA
APH-Inter	3.8742751752393163	630864	chr2	40945762	42373150	41081861	42202207	bidirectional	1+1-1*	DKFZ	Lrp1b	-	1427388	RDC-chr2-41.6	1120346	1427388	1.6128369730656158e-32	3.195273887347551	TRUE	1	Single	FALSE	0	NA	NA
APH-Inter	3.8760603075621205	104469	chr13	15461824	15749852	15487531	15727068	bidirectional	1+1-1*	DKFZ	Gli3	+	266303	RDC-chr13-15.6	239537	288028	3.9196024631645376e-8	3.180806812890592	TRUE	1	Twin	FALSE	1	NA	NA
APH-Inter	3.8790632159085523	15887	chr1	186596908	186704908	186618931	186680298	centromeric	0+1-0*	DKFZ	NA	NA	NA	RDC-chr1-186.6	61367	108000	5.463411367443487e-4	2.3853683740220344	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.8790632159085523	217383	chr1	176689202	177253280	176728958	177210897	bidirectional	1+1-1*	DKFZ	Akt3	-	233204	RDC-chr1-177.0	481939	564078	6.608833834519006e-12	2.63536460681111	TRUE	1	Twin	FALSE	4	NA	NA
APH-Inter	3.8853343571057337	304120	chr2	140744851	141469191	140795331	141333315	bidirectional	1+1-1*	Wei+DKFZ	Macrod2	+	724340	RDC-chr2-141.1	537984	724340	6.367022757926633e-23	3.311994278328635	TRUE	1	Twin	FALSE	1	NA	NA
APH-Inter	3.901501090959193	11280	chrX	69754773	69894773	69773233	69835844	telomeric	1+0-0*	Wei+DKFZ	Aff2	+	117281	RDC-chrX-69.8	62611	140000	1.0052937567480475e-4	3.750879112291943	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.901501090959193	207294	chrX	137948537	138530152	138010922	138482681	bidirectional	1+1-1*	Wei+DKFZ	Il1rapl2	+	581615	RDC-chrX-138.2	471759	581615	1.6246481328699537e-12	3.7988680773353356	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	3.907004941675891	133828	chr9	13490336	13842336	13538348	13703757	telomeric	1+0-1*	Wei+DKFZ	Maml2	+	219197	RDC-chr9-13.6	165409	352000	3.78451844641984e-9	2.7244159009486206	TRUE	2	Single	FALSE	4	NA	316000
APH-Inter	3.907004941675891	460652	chr9	116556548	117319331	116586919	117229060	bidirectional	1+2-1*	Wei+DKFZ	Rbms3	-	746585	RDC-chr9-116.9	642141	762783	4.0866533601802054e-26	3.3909898930034386	TRUE	2	Single	FALSE	0	NA	NA
APH-Inter	3.913290526141488	22175	chr3	126915090	127021090	126928012	126993552	combined	0+0-1*	Wei	Ank2	-	99483	RDC-chr3-127.0	65540	106000	0.0010575937454750004	2.6519082209154847	FALSE	1	Single	FALSE	0	NA	NA
APH-Inter	3.9171591978682807	424991	chr10	109637603	110456309	109757861	110349274	bidirectional	1+1-1*	Wei+DKFZ	Nav3	-	774324	RDC-chr10-110.1	591413	818706	1.6691227956816245e-17	2.5987885093960825	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	3.919791239972893	18811	chr11	62387151	62521151	62421805	62482762	telomeric	1+0-0*	Wei	Ncor1	-	71552	RDC-chr11-62.5	60957	134000	7.883768593187769e-4	2.6844545676401204	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.9402316125834926	30509	chr11	117247995	117473995	117288456	117369133	bidirectional	1+1-1*	Wei+DKFZ	Sept9	+	114330	RDC-chr11-117.3	80677	226000	1.6845628389563769e-6	2.6512658279451733	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.94113350486028	38426	chr18	5613281	5811281	5637798	5687798	telomeric	1+0-0*	Wei	Zeb1	+	162187	RDC-chr18-5.7	50000	198000	2.248623041349851e-6	3.1661509678347843	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.944005226849163	110439	chr8	108680698	108992629	108723395	108966161	bidirectional	1+1-1*	Wei+DKFZ	Zfhx3	+	257459	RDC-chr8-108.8	242766	311931	1.8504339315488976e-8	2.756257297740268	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	3.9491985221612986	23190	chr3	53150429	53270429	53171781	53245023	telomeric	1+0-0*	DKFZ	Lhfp	+	111250	RDC-chr3-53.2	73242	120000	1.2056564186645779e-4	2.602445472571051	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.9491985221612986	230026	chr3	86478753	86942753	86507336	86897182	telomeric	1+0-1*	DKFZ	Lrba	+	303941	RDC-chr3-86.7	389846	464000	6.59457022643324e-13	2.9393638975165874	TRUE	2	Single	FALSE	2	NA	NA
APH-Inter	3.95216611080982	38646	chr13	48767586	49009586	48824640	48897541	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr13-48.9	72901	242000	4.703998805088835e-6	3.0344827586206895	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	3.952193100859706	69407	chr16	24856513	25084513	24926837	25015736	telomeric	1+0-0*	Wei	Lpp	+	136065	RDC-chr16-25.0	88899	228000	9.127749661073071e-4	2.1788990825688073	FALSE	1	Twin	FALSE	2	NA	NA
APH-Inter	3.9569811909925114	130204	chr18	35080965	35645442	35110257	35615804	bidirectional	1+1-1*	Wei+DKFZ	Sil1	-	232894	RDC-chr18-35.4	505547	564477	3.5457726923738975e-11	2.27667497458919	TRUE	2	Twin	FALSE	12	NA	NA
APH-Inter	3.9675650369084585	224254	chr1	176705202	177259280	176728958	177213328	bidirectional	1+1-2*	Wei+DKFZ	Akt3	-	238335	RDC-chr1-177.0	484370	554078	2.958470578657192e-11	2.4956232198681816	TRUE	1	Twin	FALSE	4	NA	NA
APH-Inter	3.9683135068866324	57268	chr2	140508565	140872851	140541353	140845569	centromeric	0+2-0*	Wei	Macrod2	+	364286	RDC-chr2-140.7	304216	364286	1.8519944439501597e-4	2.140280473230044	FALSE	1	Twin	FALSE	1	NA	NA
APH-Inter	3.9890764887245154	293895	chr6	33279167	34031460	33329473	33910714	bidirectional	1+1-1*	Wei+DKFZ	Exoc4	+	693776	RDC-chr6-33.6	581241	752293	1.1963047409883424e-18	2.9121550871038715	TRUE	1	Twin	FALSE	0	NA	487323
